Timestamp,res_demand_avg_kw,res_n_households,res_energy_per_household_kwh,res_energy_total_kwh,season,hour,day
2017-11-15 02:30:00,0.1080031409501374,10188,0.0540015704750687,550.1679999999999,Autumn,2,2017-11-15
2017-11-15 03:00:00,0.1048614055751864,10188,0.0524307027875932,534.1639999999995,Autumn,3,2017-11-15
2017-11-15 03:30:00,0.1026997447978013,10188,0.05134987239890065,523.1524999999998,Autumn,3,2017-11-15
2017-11-15 04:00:00,0.1046595013741656,10188,0.0523297506870828,533.1354999999996,Autumn,4,2017-11-15
2017-11-15 04:30:00,0.106516195524146,10188,0.053258097762073,542.5934999999997,Autumn,4,2017-11-15
2017-11-15 05:00:00,0.1152777777777778,10188,0.0576388888888889,587.2250000000001,Autumn,5,2017-11-15
2017-11-15 05:30:00,0.1299179426776599,10188,0.06495897133882995,661.8019999999996,Autumn,5,2017-11-15
2017-11-15 06:00:00,0.162690812720848,10188,0.081345406360424,828.7469999999997,Autumn,6,2017-11-15
2017-11-15 06:30:00,0.2118786808009422,10188,0.1059393404004711,1079.3099999999995,Autumn,6,2017-11-15
2017-11-15 07:00:00,0.2684038084020416,10188,0.1342019042010208,1367.2489999999998,Autumn,7,2017-11-15
2017-11-15 07:30:00,0.2881988614055751,10188,0.14409943070278755,1468.0849999999996,Autumn,7,2017-11-15
2017-11-15 08:00:00,0.2680941303494307,10188,0.13404706517471535,1365.6715,Autumn,8,2017-11-15
2017-11-15 08:30:00,0.2363275117739403,10192,0.11816375588697015,1204.3249999999998,Autumn,8,2017-11-15
2017-11-15 09:00:00,0.2210620953502059,10194,0.11053104767510295,1126.7534999999996,Autumn,9,2017-11-15
2017-11-15 09:30:00,0.2154256842931424,10193,0.1077128421465712,1097.9170000000004,Autumn,9,2017-11-15
2017-11-15 10:00:00,0.2090410045124583,10194,0.10452050225622915,1065.482,Autumn,10,2017-11-15
2017-11-15 10:30:00,0.208485237861697,10195,0.1042426189308485,1062.7535000000005,Autumn,10,2017-11-15
2017-11-15 11:00:00,0.2091124840639404,10197,0.1045562420319702,1066.16,Autumn,11,2017-11-15
2017-11-15 11:30:00,0.2042026868013336,10198,0.1021013434006668,1041.2295000000001,Autumn,11,2017-11-15
2017-11-15 12:00:00,0.2140580278376789,10202,0.10702901391883946,1091.91,Autumn,12,2017-11-15
